subcorpus	case_type	doc_id	sent_id	source_start_line	source_end_line	token_count	speaker_count	top_speaker_share	has_strict_majority	speaker_token_counts	speaker_details	utterance_token_counts	unresolved_utterance_token_counts	utterance_doc_ids	crosses_utterance_doc	speaker_segments	tei_utterance_times	recommendation	text
Artur-J	multiple_known_speakers	Artur-J-Gvecg-P580012	Artur-J-Gvecg-P580012.resegsent9827	310265	310287	21	2	0.905	yes	Artur-J-G4542:19; Artur-J-G4531:2	Artur-J-G4542(SEX=moški, AGE=30 do 59 let, EDUCATION=srednja šola, PERM-RESD=osrednjeslovenska); Artur-J-G4531(SEX=ženski, AGE=nad 60 let, EDUCATION=višja ali visoka šola, PERM-RESD=savinjska)	Artur-J-Gvecg-P580012.u116:19; Artur-J-Gvecg-P580012.u117:2		Artur-J-Gvecg-P580012	no	1-19:Artur-J-G4542(Artur-J-Gvecg-P580012.u116); 20-21:Artur-J-G4531(Artur-J-Gvecg-P580012.u117)	Artur-J-Gvecg-P580012.u116:Artur-J-G4542:1074.057-1096.745; Artur-J-Gvecg-P580012.u117:Artur-J-G4531:1096.745-1098.015:trans=smooth	omit sentence-level speaker_id; use suggested_speaker_segments	medtem ko drugi mediji , televizija in tko naprej , se mi zdi pa , da nardi en zid Distanco .
Artur-J	multiple_known_speakers	Artur-J-Gvecg-P580012	Artur-J-Gvecg-P580012.resegsent10020	313529	313544	14	2	0.786	yes	Artur-J-G4531:11; Artur-J-G4542:3	Artur-J-G4542(SEX=moški, AGE=30 do 59 let, EDUCATION=srednja šola, PERM-RESD=osrednjeslovenska); Artur-J-G4531(SEX=ženski, AGE=nad 60 let, EDUCATION=višja ali visoka šola, PERM-RESD=savinjska)	Artur-J-Gvecg-P580013.u1:10; Artur-J-Gvecg-P580012.u212:3; Artur-J-Gvecg-P580012.u213:1		Artur-J-Gvecg-P580012; Artur-J-Gvecg-P580013	yes	1-3:Artur-J-G4542(Artur-J-Gvecg-P580012.u212); 4:Artur-J-G4531(Artur-J-Gvecg-P580012.u213); 5-14:Artur-J-G4531(Artur-J-Gvecg-P580013.u1)	Artur-J-Gvecg-P580012.u212:Artur-J-G4542:1876.062-1877.641; Artur-J-Gvecg-P580012.u213:Artur-J-G4531:1877.641-1878.418; Artur-J-Gvecg-P580013.u1:Artur-J-G4531:0.000-16.839	omit sentence-level speaker_id; use suggested_speaker_segments	srečno , adijo Čav rogatəc se lahko pohvali s kar nekaj zanimivimi ljudmi .
Artur-J	multiple_known_speakers	Artur-J-Gvecg-P580013	Artur-J-Gvecg-P580013.resegsent10023	313578	313610	31	2	0.968	yes	Artur-J-G4543:30; Artur-J-G4531:1	Artur-J-G4531(SEX=ženski, AGE=nad 60 let, EDUCATION=višja ali visoka šola, PERM-RESD=savinjska); Artur-J-G4543(SEX=moški, AGE=30 do 59 let, EDUCATION=višja ali visoka šola, PERM-RESD=-)	Artur-J-Gvecg-P580013.u2:30; Artur-J-Gvecg-P580013.u1:1		Artur-J-Gvecg-P580013	no	1:Artur-J-G4531(Artur-J-Gvecg-P580013.u1); 2-31:Artur-J-G4543(Artur-J-Gvecg-P580013.u2)	Artur-J-Gvecg-P580013.u1:Artur-J-G4531:0.000-16.839; Artur-J-Gvecg-P580013.u2:Artur-J-G4543:16.839-26.678	omit sentence-level speaker_id; use suggested_speaker_segments	dobrodošəl Hvala lepa za ta prijazən pozdrav in kompliment , ki səm ga dobil takoj na začetku , že dolgo mi ni noben reku , da səm pripadnik mlajše generacije .
Artur-J	multiple_known_speakers	Artur-J-Gvecg-P580013	Artur-J-Gvecg-P580013.resegsent10065	314616	314620	3	2	0.667	yes	Artur-J-G4531:2; Artur-J-G4543:1	Artur-J-G4543(SEX=moški, AGE=30 do 59 let, EDUCATION=višja ali visoka šola, PERM-RESD=-); Artur-J-G4531(SEX=ženski, AGE=nad 60 let, EDUCATION=višja ali visoka šola, PERM-RESD=savinjska)	Artur-J-Gvecg-P580013.u23:2; Artur-J-Gvecg-P580013.u22:1		Artur-J-Gvecg-P580013	no	1:Artur-J-G4543(Artur-J-Gvecg-P580013.u22); 2-3:Artur-J-G4531(Artur-J-Gvecg-P580013.u23)	Artur-J-Gvecg-P580013.u22:Artur-J-G4543:344.682-355.323; Artur-J-Gvecg-P580013.u23:Artur-J-G4531:355.323-356.507	omit sentence-level speaker_id; use suggested_speaker_segments	""" Zasluženo ."
Artur-J	multiple_known_speakers	Artur-J-Gvecg-P580013	Artur-J-Gvecg-P580013.resegsent10066	314621	314631	9	2	0.778	yes	Artur-J-G4531:7; Artur-J-G4543:2	Artur-J-G4543(SEX=moški, AGE=30 do 59 let, EDUCATION=višja ali visoka šola, PERM-RESD=-); Artur-J-G4531(SEX=ženski, AGE=nad 60 let, EDUCATION=višja ali visoka šola, PERM-RESD=savinjska)	Artur-J-Gvecg-P580013.u26:7; Artur-J-Gvecg-P580013.u24:2		Artur-J-Gvecg-P580013	no	1-2:Artur-J-G4543(Artur-J-Gvecg-P580013.u24); 3-9:Artur-J-G4531(Artur-J-Gvecg-P580013.u26)	Artur-J-Gvecg-P580013.u24:Artur-J-G4543:356.507-357.401; Artur-J-Gvecg-P580013.u26:Artur-J-G4531:362.715-385.706	omit sentence-level speaker_id; use suggested_speaker_segments	hvala , Jernej , ti postanəš rokovski zvezdnik .
Artur-J	multiple_known_speakers	Artur-J-Gvecg-P580013	Artur-J-Gvecg-P580013.resegsent10133	316119	316123	3	2	0.667	yes	Artur-J-G4531:2; Artur-J-G4543:1	Artur-J-G4543(SEX=moški, AGE=30 do 59 let, EDUCATION=višja ali visoka šola, PERM-RESD=-); Artur-J-G4531(SEX=ženski, AGE=nad 60 let, EDUCATION=višja ali visoka šola, PERM-RESD=savinjska)	Artur-J-Gvecg-P580013.u58:2; Artur-J-Gvecg-P580013.u57:1		Artur-J-Gvecg-P580013	no	1:Artur-J-G4543(Artur-J-Gvecg-P580013.u57); 2-3:Artur-J-G4531(Artur-J-Gvecg-P580013.u58)	Artur-J-Gvecg-P580013.u57:Artur-J-G4543:818.085-846.801; Artur-J-Gvecg-P580013.u58:Artur-J-G4531:846.801-847.182	omit sentence-level speaker_id; use suggested_speaker_segments	""" Mhm ."
Artur-J	multiple_known_speakers	Artur-J-Gvecg-P580013	Artur-J-Gvecg-P580013.resegsent10154	316658	316672	13	2	0.923	yes	Artur-J-G4531:12; Artur-J-G4543:1	Artur-J-G4543(SEX=moški, AGE=30 do 59 let, EDUCATION=višja ali visoka šola, PERM-RESD=-); Artur-J-G4531(SEX=ženski, AGE=nad 60 let, EDUCATION=višja ali visoka šola, PERM-RESD=savinjska)	Artur-J-Gvecg-P580013.u70:12; Artur-J-Gvecg-P580013.u69:1		Artur-J-Gvecg-P580013	no	1:Artur-J-G4543(Artur-J-Gvecg-P580013.u69); 2-13:Artur-J-G4531(Artur-J-Gvecg-P580013.u70)	Artur-J-Gvecg-P580013.u69:Artur-J-G4543:987.835-1015.037; Artur-J-Gvecg-P580013.u70:Artur-J-G4531:1015.037-1021.100	omit sentence-level speaker_id; use suggested_speaker_segments	""" V prvih mesecih prihodnjega leta načrtujəš izid drugega romana , Tramp ."
Artur-J	multiple_known_speakers	Artur-J-Gvecg-P580013	Artur-J-Gvecg-P580013.resegsent10183	317380	317399	18	2	0.778	yes	Artur-J-G4531:14; Artur-J-G4543:4	Artur-J-G4543(SEX=moški, AGE=30 do 59 let, EDUCATION=višja ali visoka šola, PERM-RESD=-); Artur-J-G4531(SEX=ženski, AGE=nad 60 let, EDUCATION=višja ali visoka šola, PERM-RESD=savinjska)	Artur-J-Gvecg-P580013.u89:14; Artur-J-Gvecg-P580013.u88:4		Artur-J-Gvecg-P580013	no	1-4:Artur-J-G4543(Artur-J-Gvecg-P580013.u88); 5-18:Artur-J-G4531(Artur-J-Gvecg-P580013.u89)	Artur-J-Gvecg-P580013.u88:Artur-J-G4543:1225.727-1256.906; Artur-J-Gvecg-P580013.u89:Artur-J-G4531:1256.906-1267.675	omit sentence-level speaker_id; use suggested_speaker_segments	naj vam bo srečno Hvala za tvoj obisk v studiu Štajerskega vala , hvala za to voščilo .
Artur-J	multiple_known_speakers	Artur-J-Gvecg-P580014	Artur-J-Gvecg-P580014.resegsent10225	318321	318351	29	2	0.966	yes	Artur-J-G4544:28; Artur-J-G4545:1	Artur-J-G4545(SEX=ženski, AGE=nad 60 let, EDUCATION=višja ali visoka šola, PERM-RESD=savinjska); Artur-J-G4544(SEX=ženski, AGE=nad 60 let, EDUCATION=srednja šola, PERM-RESD=-)	Artur-J-Gvecg-P580014.u18:28; Artur-J-Gvecg-P580014.u16:1		Artur-J-Gvecg-P580014	no	1:Artur-J-G4545(Artur-J-Gvecg-P580014.u16); 2-29:Artur-J-G4544(Artur-J-Gvecg-P580014.u18)	Artur-J-Gvecg-P580014.u16:Artur-J-G4545:351.577-392.292; Artur-J-Gvecg-P580014.u18:Artur-J-G4544:396.841-425.746	omit sentence-level speaker_id; use suggested_speaker_segments	""" Gospa Lidija Pratnemər , v času študija na Pravni fakulteti v Ljubljani ste stanovali , kot ste že povedali , v Zavodu za slepo in slabovidno mladino ."
Artur-J	multiple_known_speakers	Artur-J-Gvecg-P580014	Artur-J-Gvecg-P580014.resegsent10290	320027	320061	33	2	0.970	yes	Artur-J-G4544:32; Artur-J-G4545:1	Artur-J-G4545(SEX=ženski, AGE=nad 60 let, EDUCATION=višja ali visoka šola, PERM-RESD=savinjska); Artur-J-G4544(SEX=ženski, AGE=nad 60 let, EDUCATION=srednja šola, PERM-RESD=-)	Artur-J-Gvecg-P580014.u44:32; Artur-J-Gvecg-P580014.u43:1		Artur-J-Gvecg-P580014	no	1:Artur-J-G4545(Artur-J-Gvecg-P580014.u43); 2-33:Artur-J-G4544(Artur-J-Gvecg-P580014.u44)	Artur-J-Gvecg-P580014.u43:Artur-J-G4545:1081.862-1110.451; Artur-J-Gvecg-P580014.u44:Artur-J-G4544:1110.451-1124.892	omit sentence-level speaker_id; use suggested_speaker_segments	""" Tako ste nas sedaj že nekako pripeljali v vašo domačo hišo , želela səm vas vprašati , kdo vse se zbere ob domači mizi , kadar vi skuhate odlično nedeljsko kosilo ."
Artur-J	multiple_known_speakers	Artur-J-Gvecg-P580015	Artur-J-Gvecg-P580015.resegsent10392	322503	322512	8	2	0.625	yes	Artur-J-G4529:5; Artur-J-G4546:3	Artur-J-G4529(SEX=ženski, AGE=30 do 59 let, EDUCATION=višja ali visoka šola, PERM-RESD=-); Artur-J-G4546(SEX=ženski, AGE=30 do 59 let, EDUCATION=višja ali visoka šola, PERM-RESD=savinjska)	Artur-J-Gvecg-P580015.u27:5; Artur-J-Gvecg-P580015.u28:3		Artur-J-Gvecg-P580015	no	1-5:Artur-J-G4529(Artur-J-Gvecg-P580015.u27); 6-8:Artur-J-G4546(Artur-J-Gvecg-P580015.u28)	Artur-J-Gvecg-P580015.u27:Artur-J-G4529:559.984-562.416:trans=overlap; Artur-J-Gvecg-P580015.u28:Artur-J-G4546:559.984-562.416:trans=overlap	omit sentence-level speaker_id; use suggested_speaker_segments	In zelo hitro si sledijo Tako je .
Artur-J	multiple_known_speakers	Artur-J-Gvecg-P580016	Artur-J-Gvecg-P580016.resegsent10571	327010	327020	9	2	0.889	yes	Artur-J-G4547:8; Artur-J-G4544:1	Artur-J-G4544(SEX=ženski, AGE=nad 60 let, EDUCATION=srednja šola, PERM-RESD=-); Artur-J-G4547(SEX=moški, AGE=30 do 59 let, EDUCATION=fakulteta ali več, PERM-RESD=savinjska)	Artur-J-Gvecg-P580016.u31:8; Artur-J-Gvecg-P580016.u30:1		Artur-J-Gvecg-P580016	no	1:Artur-J-G4544(Artur-J-Gvecg-P580016.u30); 2-9:Artur-J-G4547(Artur-J-Gvecg-P580016.u31)	Artur-J-Gvecg-P580016.u30:Artur-J-G4544:927.489-943.502; Artur-J-Gvecg-P580016.u31:Artur-J-G4547:943.502-1125.603	omit sentence-level speaker_id; use suggested_speaker_segments	""" Tega časa je seveda zdaj veliko manj ."
Artur-J	multiple_known_speakers	Artur-J-Gvecg-P580019	Artur-J-Gvecg-P580019.resegsent10776	334181	334225	43	2	0.977	yes	Artur-J-G4531:42; Artur-J-G4550:1	Artur-J-G4550(SEX=ženski, AGE=nad 60 let, EDUCATION=-, PERM-RESD=gorenjska); Artur-J-G4531(SEX=ženski, AGE=nad 60 let, EDUCATION=višja ali visoka šola, PERM-RESD=savinjska)	Artur-J-Gvecg-P580019.u11:42; Artur-J-Gvecg-P580019.u10:1		Artur-J-Gvecg-P580019	no	1:Artur-J-G4550(Artur-J-Gvecg-P580019.u10); 2-43:Artur-J-G4531(Artur-J-Gvecg-P580019.u11)	Artur-J-Gvecg-P580019.u10:Artur-J-G4550:196.388-214.222; Artur-J-Gvecg-P580019.u11:Artur-J-G4531:214.222-230.432	omit sentence-level speaker_id; use suggested_speaker_segments	""" Milena Miklavčič je slišane zgodbe najprej popisovala v Žirovskəm občasniku , leta dva tisoč enajst v knjigi Ženske , zadnja leta pa so na vrhu seznamov najbolj branih knjig v Sloveniji njene knjige Ogenj , rit in kače niso za igrače ."
Artur-J	multiple_known_speakers	Artur-J-Gvecg-P580019	Artur-J-Gvecg-P580019.resegsent10828	335533	335553	19	2	0.947	yes	Artur-J-G4550:18; Artur-J-G4531:1	Artur-J-G4531(SEX=ženski, AGE=nad 60 let, EDUCATION=višja ali visoka šola, PERM-RESD=savinjska); Artur-J-G4550(SEX=ženski, AGE=nad 60 let, EDUCATION=-, PERM-RESD=gorenjska)	Artur-J-Gvecg-P580019.u30:18; Artur-J-Gvecg-P580019.u29:1		Artur-J-Gvecg-P580019	no	1:Artur-J-G4531(Artur-J-Gvecg-P580019.u29); 2-19:Artur-J-G4550(Artur-J-Gvecg-P580019.u30)	Artur-J-Gvecg-P580019.u29:Artur-J-G4531:672.324-688.070; Artur-J-Gvecg-P580019.u30:Artur-J-G4550:688.070-736.859	omit sentence-level speaker_id; use suggested_speaker_segments	""" Jəst imam eno zlo dobro pərjatlco , Ljerko , stara je šestindevetdəsət let , čila , zdrava ."
Artur-J	multiple_known_speakers	Artur-J-Gvecg-P580019	Artur-J-Gvecg-P580019.resegsent10869	336368	336382	13	2	0.923	yes	Artur-J-G4550:12; Artur-J-G4531:1	Artur-J-G4531(SEX=ženski, AGE=nad 60 let, EDUCATION=višja ali visoka šola, PERM-RESD=savinjska); Artur-J-G4550(SEX=ženski, AGE=nad 60 let, EDUCATION=-, PERM-RESD=gorenjska)	Artur-J-Gvecg-P580019.u41:12; Artur-J-Gvecg-P580019.u40:1		Artur-J-Gvecg-P580019	no	1:Artur-J-G4531(Artur-J-Gvecg-P580019.u40); 2-13:Artur-J-G4550(Artur-J-Gvecg-P580019.u41)	Artur-J-Gvecg-P580019.u40:Artur-J-G4531:948.973-961.514; Artur-J-Gvecg-P580019.u41:Artur-J-G4550:961.514-1019.494	omit sentence-level speaker_id; use suggested_speaker_segments	""" Ja , pri nəs so velikokrat letele gnojne vile po zraku ."
Artur-J	multiple_known_speakers	Artur-J-Gvecg-P580022	Artur-J-Gvecg-P580022.resegsent11177	344567	344591	23	2	0.783	yes	Artur-J-G4553:18; Artur-J-G4529:5	Artur-J-G4553(SEX=moški, AGE=nad 60 let, EDUCATION=srednja šola, PERM-RESD=savinjska); Artur-J-G4529(SEX=ženski, AGE=30 do 59 let, EDUCATION=višja ali visoka šola, PERM-RESD=-)	Artur-J-Gvecg-P580022.u9:11; Artur-J-Gvecg-P580022.u7:7; Artur-J-Gvecg-P580022.u8:5		Artur-J-Gvecg-P580022	no	1-7:Artur-J-G4553(Artur-J-Gvecg-P580022.u7); 8-12:Artur-J-G4529(Artur-J-Gvecg-P580022.u8); 13-23:Artur-J-G4553(Artur-J-Gvecg-P580022.u9)	Artur-J-Gvecg-P580022.u7:Artur-J-G4553:106.740-110.116:trans=smooth; Artur-J-Gvecg-P580022.u8:Artur-J-G4529:106.740-110.116:trans=overlap; Artur-J-Gvecg-P580022.u9:Artur-J-G4553:110.116-150.283	omit sentence-level speaker_id; use suggested_speaker_segments	oboje , oboje imamo , no , Oboje , a ne , nič pa ni narobe , če je tu vesoljski centər .
Artur-J	multiple_known_speakers	Artur-J-Gvecg-P580022	Artur-J-Gvecg-P580022.resegsent11300	347381	347385	3	2	0.667	yes	Artur-J-G4529:2; Artur-J-G4553:1	Artur-J-G4553(SEX=moški, AGE=nad 60 let, EDUCATION=srednja šola, PERM-RESD=savinjska); Artur-J-G4529(SEX=ženski, AGE=30 do 59 let, EDUCATION=višja ali visoka šola, PERM-RESD=-)	Artur-J-Gvecg-P580022.u58:2; Artur-J-Gvecg-P580022.u57:1		Artur-J-Gvecg-P580022	no	1:Artur-J-G4553(Artur-J-Gvecg-P580022.u57); 2-3:Artur-J-G4529(Artur-J-Gvecg-P580022.u58)	Artur-J-Gvecg-P580022.u57:Artur-J-G4553:1053.515-1069.830; Artur-J-Gvecg-P580022.u58:Artur-J-G4529:1069.830-1070.681	omit sentence-level speaker_id; use suggested_speaker_segments	""" Dedək ."
Artur-J	multiple_known_speakers	Artur-J-Gvecg-P580023	Artur-J-Gvecg-P580023.resegsent11379	348971	348985	13	2	0.846	yes	Artur-J-G4544:11; Artur-J-G4554:2	Artur-J-G4544(SEX=ženski, AGE=nad 60 let, EDUCATION=srednja šola, PERM-RESD=-); Artur-J-G4554(SEX=ženski, AGE=30 do 59 let, EDUCATION=višja ali visoka šola, PERM-RESD=posavska)	Artur-J-Gvecg-P580023.u22:11; Artur-J-Gvecg-P580023.u23:2		Artur-J-Gvecg-P580023	no	1-11:Artur-J-G4544(Artur-J-Gvecg-P580023.u22); 12-13:Artur-J-G4554(Artur-J-Gvecg-P580023.u23)	Artur-J-Gvecg-P580023.u22:Artur-J-G4544:348.451-353.259; Artur-J-Gvecg-P580023.u23:Artur-J-G4554:353.259-354.987:trans=smooth	omit sentence-level speaker_id; use suggested_speaker_segments	veliko tudi gostujete in pa eee nagrade , jih je tudi Ja .
Artur-J	multiple_known_speakers	Artur-J-Gvecg-P580024	Artur-J-Gvecg-P580024.resegsent11704	356380	356389	8	2	0.875	yes	Artur-J-G4555:7; Artur-J-G4531:1	Artur-J-G4531(SEX=ženski, AGE=nad 60 let, EDUCATION=višja ali visoka šola, PERM-RESD=savinjska); Artur-J-G4555(SEX=moški, AGE=30 do 59 let, EDUCATION=višja ali visoka šola, PERM-RESD=-)	Artur-J-Gvecg-P580024.u101:7; Artur-J-Gvecg-P580024.u100:1		Artur-J-Gvecg-P580024	no	1:Artur-J-G4531(Artur-J-Gvecg-P580024.u100); 2-8:Artur-J-G4555(Artur-J-Gvecg-P580024.u101)	Artur-J-Gvecg-P580024.u100:Artur-J-G4531:1338.096-1346.183; Artur-J-Gvecg-P580024.u101:Artur-J-G4555:1346.183-1364.341	omit sentence-level speaker_id; use suggested_speaker_segments	""" Ja , jəs upam , ja ."
Artur-J	multiple_known_speakers	Artur-J-Gvecg-P580026	Artur-J-Gvecg-P580026.resegsent11852	360208	360267	58	2	0.983	yes	Artur-J-G4557:57; Artur-J-G4531:1	Artur-J-G4531(SEX=ženski, AGE=nad 60 let, EDUCATION=višja ali visoka šola, PERM-RESD=savinjska); Artur-J-G4557(SEX=ženski, AGE=30 do 59 let, EDUCATION=višja ali visoka šola, PERM-RESD=-)	Artur-J-Gvecg-P580026.u6:57; Artur-J-Gvecg-P580026.u5:1		Artur-J-Gvecg-P580026	no	1:Artur-J-G4531(Artur-J-Gvecg-P580026.u5); 2-58:Artur-J-G4557(Artur-J-Gvecg-P580026.u6)	Artur-J-Gvecg-P580026.u5:Artur-J-G4531:72.263-87.133; Artur-J-Gvecg-P580026.u6:Artur-J-G4557:87.133-114.533	omit sentence-level speaker_id; use suggested_speaker_segments	""" Ja , to je en tak album prečudovitih ljubezenskih pesmi , to je ena sama ljubezən in verjetno kakšnih deset let nazaj tega ne bi mogla izvajat , ker nisəm bla dovolj zrela , da bi ta besedila təko globoko zares pəršla do mene , tuki gre za Arsena Dediča , Džina pa Olija , Brasensa ."
Artur-J	multiple_known_speakers	Artur-J-Gvecg-P580026	Artur-J-Gvecg-P580026.resegsent12074	365353	365366	12	2	0.917	yes	Artur-J-G4557:11; Artur-J-G4531:1	Artur-J-G4531(SEX=ženski, AGE=nad 60 let, EDUCATION=višja ali visoka šola, PERM-RESD=savinjska); Artur-J-G4557(SEX=ženski, AGE=30 do 59 let, EDUCATION=višja ali visoka šola, PERM-RESD=-)	Artur-J-Gvecg-P580026.u96:11; Artur-J-Gvecg-P580026.u95:1		Artur-J-Gvecg-P580026	no	1:Artur-J-G4531(Artur-J-Gvecg-P580026.u95); 2-12:Artur-J-G4557(Artur-J-Gvecg-P580026.u96)	Artur-J-Gvecg-P580026.u95:Artur-J-G4531:1409.394-1418.673; Artur-J-Gvecg-P580026.u96:Artur-J-G4557:1418.673-1458.470	omit sentence-level speaker_id; use suggested_speaker_segments	""" Kot sva se še dons pogovarjale , jəs səm prekarc ."
Artur-J	multiple_known_speakers	Artur-J-Gvecg-P580026	Artur-J-Gvecg-P580026.resegsent12084	365593	365597	3	2	0.667	yes	Artur-J-G4557:2; Artur-J-G4531:1	Artur-J-G4531(SEX=ženski, AGE=nad 60 let, EDUCATION=višja ali visoka šola, PERM-RESD=savinjska); Artur-J-G4557(SEX=ženski, AGE=30 do 59 let, EDUCATION=višja ali visoka šola, PERM-RESD=-)	Artur-J-Gvecg-P580026.u100:2; Artur-J-Gvecg-P580026.u99:1		Artur-J-Gvecg-P580026	no	1:Artur-J-G4531(Artur-J-Gvecg-P580026.u99); 2-3:Artur-J-G4557(Artur-J-Gvecg-P580026.u100)	Artur-J-Gvecg-P580026.u99:Artur-J-G4531:1477.914-1479.178; Artur-J-Gvecg-P580026.u100:Artur-J-G4557:1479.178-1479.922	omit sentence-level speaker_id; use suggested_speaker_segments	srečno Hvala .
Artur-J	multiple_known_speakers	Artur-J-Gvecg-P580027	Artur-J-Gvecg-P580027.resegsent12128	366390	366399	8	2	0.625	yes	Artur-J-G4531:5; Artur-J-G4558:3	Artur-J-G4531(SEX=ženski, AGE=nad 60 let, EDUCATION=višja ali visoka šola, PERM-RESD=savinjska); Artur-J-G4558(SEX=moški, AGE=nad 60 let, EDUCATION=višja ali visoka šola, PERM-RESD=-)	Artur-J-Gvecg-P580027.u25:5; Artur-J-Gvecg-P580027.u26:3		Artur-J-Gvecg-P580027	no	1-5:Artur-J-G4531(Artur-J-Gvecg-P580027.u25); 6-8:Artur-J-G4558(Artur-J-Gvecg-P580027.u26)	Artur-J-Gvecg-P580027.u25:Artur-J-G4531:216.159-218.138:trans=smooth; Artur-J-Gvecg-P580027.u26:Artur-J-G4558:216.159-218.138:trans=overlap	omit sentence-level speaker_id; use suggested_speaker_segments	mhm , o tem bova Beltinška banda .
Artur-J	multiple_known_speakers	Artur-J-Gvecg-P580027	Artur-J-Gvecg-P580027.resegsent12129	366400	366404	3	2	0.667	yes	Artur-J-G4558:2; Artur-J-G4531:1	Artur-J-G4531(SEX=ženski, AGE=nad 60 let, EDUCATION=višja ali visoka šola, PERM-RESD=savinjska); Artur-J-G4558(SEX=moški, AGE=nad 60 let, EDUCATION=višja ali visoka šola, PERM-RESD=-)	Artur-J-Gvecg-P580027.u28:2; Artur-J-Gvecg-P580027.u27:1		Artur-J-Gvecg-P580027	no	1:Artur-J-G4531(Artur-J-Gvecg-P580027.u27); 2-3:Artur-J-G4558(Artur-J-Gvecg-P580027.u28)	Artur-J-Gvecg-P580027.u27:Artur-J-G4531:216.159-218.138:trans=overlap; Artur-J-Gvecg-P580027.u28:Artur-J-G4558:216.159-218.138:trans=overlap	omit sentence-level speaker_id; use suggested_speaker_segments	potem Ja .
Artur-J	multiple_known_speakers	Artur-J-Gvecg-P580027	Artur-J-Gvecg-P580027.resegsent12141	366646	366666	19	2	0.947	yes	Artur-J-G4531:18; Artur-J-G4558:1	Artur-J-G4558(SEX=moški, AGE=nad 60 let, EDUCATION=višja ali visoka šola, PERM-RESD=-); Artur-J-G4531(SEX=ženski, AGE=nad 60 let, EDUCATION=višja ali visoka šola, PERM-RESD=savinjska)	Artur-J-Gvecg-P580027.u35:18; Artur-J-Gvecg-P580027.u34:1		Artur-J-Gvecg-P580027	no	1:Artur-J-G4558(Artur-J-Gvecg-P580027.u34); 2-19:Artur-J-G4531(Artur-J-Gvecg-P580027.u35)	Artur-J-Gvecg-P580027.u34:Artur-J-G4558:239.550-265.887; Artur-J-Gvecg-P580027.u35:Artur-J-G4531:265.887-270.208	omit sentence-level speaker_id; use suggested_speaker_segments	""" Starši bi ti sicər , eee , kupili harmoniko , ne , to te pa ni zanimalo ?"
Artur-J	multiple_known_speakers	Artur-J-Gvecg-P580027	Artur-J-Gvecg-P580027.resegsent12153	366882	366890	7	2	0.714	yes	Artur-J-G4531:5; Artur-J-G4558:2	Artur-J-G4531(SEX=ženski, AGE=nad 60 let, EDUCATION=višja ali visoka šola, PERM-RESD=savinjska); Artur-J-G4558(SEX=moški, AGE=nad 60 let, EDUCATION=višja ali visoka šola, PERM-RESD=-)	Artur-J-Gvecg-P580027.u41:5; Artur-J-Gvecg-P580027.u42:2		Artur-J-Gvecg-P580027	no	1-5:Artur-J-G4531(Artur-J-Gvecg-P580027.u41); 6-7:Artur-J-G4558(Artur-J-Gvecg-P580027.u42)	Artur-J-Gvecg-P580027.u41:Artur-J-G4531:319.633-321.794:trans=smooth; Artur-J-Gvecg-P580027.u42:Artur-J-G4558:319.633-321.794:trans=overlap	omit sentence-level speaker_id; use suggested_speaker_segments	po gimnaziji v Murski Soboti Ja .
Artur-J	multiple_known_speakers	Artur-J-Gvecg-P580027	Artur-J-Gvecg-P580027.resegsent12209	367919	367959	39	2	0.923	yes	Artur-J-G4558:36; Artur-J-G4531:3	Artur-J-G4558(SEX=moški, AGE=nad 60 let, EDUCATION=višja ali visoka šola, PERM-RESD=-); Artur-J-G4531(SEX=ženski, AGE=nad 60 let, EDUCATION=višja ali visoka šola, PERM-RESD=savinjska)	Artur-J-Gvecg-P580027.u75:36; Artur-J-Gvecg-P580027.u76:3		Artur-J-Gvecg-P580027	no	1-36:Artur-J-G4558(Artur-J-Gvecg-P580027.u75); 37-39:Artur-J-G4531(Artur-J-Gvecg-P580027.u76)	Artur-J-Gvecg-P580027.u75:Artur-J-G4558:544.199-579.363; Artur-J-Gvecg-P580027.u76:Artur-J-G4531:579.363-580.446:trans=smooth	omit sentence-level speaker_id; use suggested_speaker_segments	in pol je nanesla usoda , da səm pol , petnajst let pozneje sva se združla , duet sva nastopala , napisala sva Črno kitaro , in potem səm jəs jo povabil Martina Krpana in do Lanske jeseni .
Artur-J	multiple_known_speakers	Artur-J-Gvecg-P580027	Artur-J-Gvecg-P580027.resegsent12268	369352	369380	27	2	0.963	yes	Artur-J-G4558:26; Artur-J-G4531:1	Artur-J-G4531(SEX=ženski, AGE=nad 60 let, EDUCATION=višja ali visoka šola, PERM-RESD=savinjska); Artur-J-G4558(SEX=moški, AGE=nad 60 let, EDUCATION=višja ali visoka šola, PERM-RESD=-)	Artur-J-Gvecg-P580027.u106:26; Artur-J-Gvecg-P580027.u105:1		Artur-J-Gvecg-P580027	no	1:Artur-J-G4531(Artur-J-Gvecg-P580027.u105); 2-27:Artur-J-G4558(Artur-J-Gvecg-P580027.u106)	Artur-J-Gvecg-P580027.u105:Artur-J-G4531:906.806-916.358; Artur-J-Gvecg-P580027.u106:Artur-J-G4558:916.358-948.255	omit sentence-level speaker_id; use suggested_speaker_segments	""" Ja , to je pa , ko je Janša bil v zaporu , s… mladina je mela eno ekipo , Fotogrupa Em , fuzbalski tim ."
